CustomerID,Segment,Recency,Frequency,Monetary
13405,Lost,204,2,557.45
13408,Champions,2,62,28117.04
13410,Loyal Customers,24,5,1003.06
13411,Lost,107,1,213.55
13414,At Risk,134,3,1390.5
13416,Potential Loyalists,44,2,712.5
13417,Recent Customers,5,2,640.83
13418,Champions,12,18,6127.43
13419,Lost,64,1,221.06
13420,Lost,150,2,159.85
13421,Potential Loyalists,40,2,1823.21
13422,Lost,64,1,2626.3
13425,At Risk,108,3,1624.21
13426,Champions,1,10,3641.32
13427,Loyal Customers,19,3,582.6
13428,Recent Customers,10,1,201.78
13429,Loyal Customers,11,4,1006.8
13430,Potential Loyalists,19,2,679.45
13431,At Risk,67,2,1269.1
13434,At Risk,74,2,534.24
13435,Champions,5,7,3809.8900000000003
13436,Recent Customers,2,1,196.89
13437,Champions,14,7,3408.06
13439,Lost,255,1,283.71
13441,Lost,92,1,296.64
13447,Loyal Customers,23,3,1129.14
13448,Champions,17,6,3534.69
13449,Potential Loyalists,24,1,291.88
13450,Loyal Customers,27,6,2043.7199999999998
13451,Loyal Customers,26,5,2898.2599999999998
13452,Lost,259,2,590.0
13453,Lost,166,2,356.97999999999996
13455,Potential Loyalists,25,2,1058.34
13456,Champions,18,6,1766.72
13458,Champions,7,14,9646.57
13460,Potential Loyalists,29,2,183.44
13461,Loyal Customers,39,3,1445.0
13462,Lost,253,1,151.5
13464,Lost,58,1,674.68
13466,Lost,184,1,307.9
13467,Recent Customers,11,2,1071.91
13468,Champions,2,37,5704.97
13470,At Risk,99,2,165.0
13471,Loyal Customers,1,4,2501.84
13473,At Risk,61,2,422.64
13474,Lost,236,1,226.84
13475,Need Attention,191,4,1431.78
13476,Lost,179,2,1238.47
13477,Loyal Customers,38,6,1454.58
13479,Lost,201,2,300.95
13481,Loyal Customers,46,5,1804.56
13482,Lost,232,1,184.64
13483,Lost,66,1,140.34
13484,Lost,241,1,313.8
13485,Lost,233,1,454.24
13486,At Risk,78,3,1122.41
13487,At Risk,58,3,575.4
13488,Champions,17,13,8968.31
13489,At Risk,105,4,449.52
13491,At Risk,52,10,1215.82
13492,At Risk,136,3,1269.84
13493,Lost,275,2,498.63
13494,Lost,312,1,316.26000000000005
13495,Champions,8,5,2044.8700000000001
13496,Recent Customers,11,2,653.33
13497,Lost,283,2,348.05
13499,Champions,18,5,1159.11
13500,Loyal Customers,23,3,1166.77
13501,Lost,288,1,1340.32
13502,Loyal Customers,17,3,292.0
13503,Lost,71,1,216.85
13504,Lost,64,1,295.93
13505,At Risk,73,4,3633.63
13506,Lost,316,2,458.52
13507,Loyal Customers,3,4,2479.16
13508,Lost,244,1,110.97
13509,Champions,9,6,964.72
13510,Loyal Customers,1,4,1791.56
13512,Lost,261,1,251.21
13513,Lost,127,1,205.1
13514,Lost,74,1,152.20000000000002
13515,At Risk,73,4,891.12
13516,Loyal Customers,21,3,1389.41
13517,At Risk,60,3,2128.42
13518,Lost,86,1,627.16
13519,Lost,78,1,122.75
13520,At Risk,59,6,2984.35
13521,Loyal Customers,1,3,1070.47
13522,Potential Loyalists,30,1,125.80000000000001
13523,Loyal Customers,33,5,3964.88
13524,Loyal Customers,41,5,680.1800000000001
13525,Recent Customers,15,2,628.78
13527,Loyal Customers,34,7,2242.36
13529,At Risk,79,2,307.76
13531,Lost,205,2,483.8
13532,Potential Loyalists,34,1,210.31
13533,Need Attention,183,3,269.09
13534,Champions,2,25,5870.08
13536,Champions,1,7,3444.39
13538,Loyal Customers,43,7,1280.85
13539,At Risk,86,3,631.34
13544,Potential Loyalists,40,2,276.06
13546,Loyal Customers,12,3,621.09
13548,At Risk,96,2,678.16
13549,Loyal Customers,26,7,918.2
13551,Lost,319,1,91.80000000000001
13552,At Risk,66,12,3740.07
13555,At Risk,74,4,4098.88
13557,Potential Loyalists,28,2,584.06
13558,Loyal Customers,6,4,594.52
13560,Recent Customers,7,1,171.42000000000002
13561,Lost,216,1,141.85999999999999
13562,At Risk,82,3,1799.33
13563,At Risk,84,2,777.53
13564,Lost,354,2,1174.03
13565,Potential Loyalists,19,2,240.22
13566,Potential Loyalists,41,2,856.84
13568,Lost,173,1,187.05
13569,Recent Customers,17,2,337.12
13570,Lost,243,1,239.49
13571,Champions,13,12,2088.94
13572,Lost,206,1,1384.25
13573,Potential Loyalists,50,2,290.25
13575,Loyal Customers,23,5,732.0699999999999
13576,Champions,10,18,6717.34
13577,Loyal Customers,25,4,1687.6000000000001
13579,Recent Customers,15,2,467.04
13581,Lost,309,1,118.0
13583,Lost,156,1,781.03
13584,Lost,307,1,142.4
13587,Lost,64,1,712.4
13588,Champions,16,9,2478.95
13589,Recent Customers,15,2,379.65
13590,Champions,11,6,1981.92
13591,At Risk,65,3,1117.13
13592,Loyal Customers,36,4,247.95999999999998
13593,At Risk,108,5,2011.88
13594,Lost,53,1,396.97
13596,Recent Customers,6,2,664.11
13598,Potential Loyalists,47,1,160.04
13599,Champions,1,21,5149.92
13600,Lost,312,1,219.52
13601,Potential Loyalists,45,2,693.32
13602,Lost,65,1,428.89
13603,Potential Loyalists,26,1,164.34
13606,Loyal Customers,29,3,276.75
13607,Potential Loyalists,40,1,675.51
13610,Champions,12,7,1082.33
13611,At Risk,89,3,1154.4
13614,Loyal Customers,24,4,1585.46
13615,Lost,319,1,417.69
13617,Loyal Customers,40,3,544.18
13618,Lost,174,1,177.34
13621,Lost,117,1,213.85
13623,Loyal Customers,31,5,727.74
13626,Lost,253,1,257.23
13627,At Risk,59,5,1638.47
13629,Loyal Customers,23,11,7792.36
13630,Champions,5,7,2031.78
13631,At Risk,100,11,3070.42
13632,Loyal Customers,25,5,2118.93
13634,Loyal Customers,33,5,1547.3600000000001
13635,Lost,68,1,1071.03
13636,Loyal Customers,37,5,949.12
13637,At Risk,52,3,803.05
13638,Recent Customers,16,1,122.64
13639,Lost,74,1,1033.34
13642,Lost,216,1,312.28
13643,Loyal Customers,31,3,519.44
13644,Loyal Customers,16,4,2624.26
13645,Lost,120,1,252.1
13647,Loyal Customers,10,4,1648.1200000000001
13649,Lost,257,2,346.6
13650,Champions,17,6,1836.34
13651,Potential Loyalists,40,1,79.2
13652,Loyal Customers,46,3,1095.08
13654,Loyal Customers,43,6,2707.33
13655,At Risk,114,2,932.97
13656,Lost,165,2,379.65
13657,Recent Customers,11,2,382.14
13658,Champions,10,5,2639.17
13659,Lost,206,2,1563.0
13662,At Risk,86,3,881.26
13663,Lost,179,1,189.47
13666,At Risk,60,3,84.65
13667,Lost,149,1,299.05
13668,Champions,3,21,6309.83
13669,Potential Loyalists,51,2,218.55
13670,Lost,75,1,349.7
13672,Lost,301,2,186.39000000000001
13673,Potential Loyalists,19,2,387.44
13675,Lost,151,2,486.82000000000005
13678,Lost,152,1,232.6
13680,Loyal Customers,1,4,3719.12
13681,Loyal Customers,18,4,827.83
13682,Lost,187,1,59.5
13684,Lost,286,1,65.13
13685,Champions,3,7,3119.44
13686,Lost,183,1,72.0
13689,Lost,63,1,910.0
13690,Lost,59,1,172.25
13692,Loyal Customers,25,3,1488.32
13694,Champions,4,50,65039.62
13695,Loyal Customers,31,15,2504.13
13697,Potential Loyalists,39,1,151.29999999999998
13699,Lost,155,1,308.58000000000004
13700,Loyal Customers,26,10,2248.63
13703,Lost,318,1,99.5
13704,Champions,5,9,2308.06
13705,Loyal Customers,8,3,711.86
13706,Lost,303,1,330.79
13707,Lost,267,2,806.41
13708,Lost,271,1,283.33
13709,Champions,4,13,6307.650000000001
13710,Potential Loyalists,32,1,180.48
13711,Lost,219,2,252.06
13712,Lost,247,1,228.84
13715,Need Attention,281,5,1077.39
13716,Lost,269,1,138.28
13717,Loyal Customers,32,6,1445.01
13718,Lost,246,2,306.55
13719,Champions,15,5,1041.68
13720,At Risk,117,4,799.9
13721,Potential Loyalists,36,1,524.14
13722,At Risk,132,3,2375.41
13723,Lost,217,1,199.85000000000002
13725,Loyal Customers,50,8,1980.56
13726,Potential Loyalists,39,2,1079.6599999999999
13727,Potential Loyalists,29,2,333.48
13728,Loyal Customers,37,6,1016.14
13730,At Risk,136,2,752.6
13731,Lost,219,2,610.59
13732,Potential Loyalists,28,1,491.86
13735,Loyal Customers,25,4,2883.54
13736,Recent Customers,5,2,729.8
13737,Lost,200,1,339.59999999999997
13739,Recent Customers,18,1,216.9
13740,Lost,241,1,350.75
13741,At Risk,72,3,668.4300000000001
13742,Champions,17,12,3107.87
13743,Champions,3,7,1341.6
13744,At Risk,95,2,1080.52
13745,Lost,162,1,300.04
13747,Lost,374,1,79.6
13748,At Risk,96,5,948.25
13750,At Risk,54,5,1647.26
13751,Lost,288,1,296.25
13752,At Risk,124,6,1175.38
13753,Lost,288,1,741.26
13754,Lost,152,2,282.59999999999997
13755,Champions,4,9,2108.06
13756,Champions,2,14,5189.52
13758,Champions,12,7,3190.55
13759,Potential Loyalists,33,2,659.4100000000001
13760,At Risk,54,2,286.79
13761,Potential Loyalists,50,2,1070.65
13762,Lost,219,1,306.72
13763,Lost,63,1,1714.96
13764,At Risk,71,3,1516.42
13767,Champions,2,37,17220.36
13769,Champions,2,10,2796.51
13771,At Risk,64,4,2634.45
13772,Loyal Customers,34,3,1122.63
13774,Lost,82,1,345.0
13777,Champions,1,33,25977.16
13778,Lost,103,1,178.7
13780,Recent Customers,7,2,360.01
13781,Lost,251,1,127.84
13782,Champions,13,6,908.86
13784,Champions,10,11,2462.79
13786,Lost,367,1,230.39999999999998
13787,At Risk,76,2,309.04
13790,Recent Customers,4,1,348.8
13791,At Risk,128,2,1516.0
13792,At Risk,66,2,195.55
13798,Champions,1,57,37153.85
13799,At Risk,117,2,669.06
13800,Lost,310,1,558.32
13801,Lost,67,1,324.8
13802,At Risk,139,3,4599.42
13803,Lost,255,1,277.07
13804,Loyal Customers,31,7,2588.39
13805,At Risk,52,2,924.6
13806,Lost,64,1,256.38
13807,Lost,367,1,112.6
13808,Champions,6,5,1747.66
13809,Lost,305,1,155.05
13810,Potential Loyalists,29,2,827.51
13811,Lost,184,2,519.75
13812,Loyal Customers,42,3,485.0
13813,Loyal Customers,40,4,1168.8600000000001
13814,At Risk,92,2,1579.12
13815,Loyal Customers,22,4,3667.36
13816,Potential Loyalists,24,2,499.67
13817,Potential Loyalists,29,2,328.98
13819,Need Attention,302,3,1140.35
13821,Lost,145,2,385.64
13822,Recent Customers,6,2,632.0
13823,Potential Loyalists,19,2,957.66
13824,Loyal Customers,33,5,1698.94
13826,Lost,176,1,189.5
13827,At Risk,58,3,409.8
13828,Potential Loyalists,22,1,209.49
13831,Champions,16,6,2198.45
13832,Potential Loyalists,19,1,52.199999999999996
13833,Lost,159,1,383.85
13835,Loyal Customers,25,4,834.57
13837,Lost,212,2,266.59000000000003
13838,Loyal Customers,6,4,674.82
13841,Lost,253,1,85.0
13842,At Risk,59,9,3385.62
13844,Recent Customers,11,1,361.62
13845,Lost,65,1,312.98
13846,Loyal Customers,25,3,865.0600000000001
13848,At Risk,92,3,1255.0
13849,At Risk,52,2,1537.95
13850,Lost,129,1,1595.48
13851,At Risk,96,3,2651.46
13853,Lost,57,1,1090.14
13854,Champions,9,25,8109.5199999999995
13856,Need Attention,169,3,388.5
13858,Lost,57,1,216.17
13859,Lost,326,1,201.16
13860,Champions,1,5,1245.9
13862,Champions,18,8,2209.36
13863,Lost,248,1,305.78
13865,At Risk,58,4,501.56
13866,Lost,74,1,145.67000000000002
13867,Loyal Customers,31,3,1005.09
13868,Recent Customers,7,2,3192.54
13869,At Risk,123,4,3083.65
13870,Champions,2,8,2770.94
13871,Loyal Customers,23,13,6403.25
13873,At Risk,120,3,389.6
13874,Lost,358,1,540.45
13875,At Risk,54,5,1786.79
13876,Lost,64,1,122.7
13877,Lost,86,1,117.24
13878,Lost,55,1,1271.57
13880,Loyal Customers,21,13,3219.77
13881,Champions,4,20,17159.52
13882,Champions,3,5,1191.13
13883,Champions,11,5,2674.48
13884,Champions,7,5,787.6
13885,Lost,189,2,506.8
13886,Lost,71,1,243.56
13887,Lost,204,1,349.55
13888,At Risk,120,2,595.67
13889,Lost,93,1,416.90000000000003
13890,Champions,1,10,1883.8100000000002
13892,Loyal Customers,27,4,632.97
13893,Lost,298,1,821.1
13894,Loyal Customers,24,3,564.62
13895,Loyal Customers,28,4,2593.07
13897,Potential Loyalists,50,1,311.16
13898,Lost,326,1,155.93
13899,Recent Customers,16,2,388.52
13900,Need Attention,183,3,740.95
13901,At Risk,72,5,2867.2
13904,Potential Loyalists,37,2,332.64
13908,At Risk,80,4,2369.55
13911,At Risk,57,9,2580.91
13914,Recent Customers,12,2,626.45
13917,Potential Loyalists,50,2,272.04
13918,Potential Loyalists,50,2,1212.8400000000001
13919,At Risk,59,2,348.81
13922,Lost,352,1,172.25
13923,Lost,54,1,351.13
13924,Champions,2,6,1838.8500000000001
13925,At Risk,93,4,678.25
13926,Potential Loyalists,23,1,223.85000000000002
13927,Lost,75,1,348.99
13928,Loyal Customers,11,4,464.57
13929,Lost,169,2,842.65
13930,At Risk,58,2,337.34
13931,At Risk,96,2,1237.53
13932,Lost,295,1,307.4
13933,At Risk,109,2,608.7900000000001
13934,Lost,264,1,922.1
13936,Lost,180,1,376.58
13937,Lost,169,1,158.85
13938,Potential Loyalists,35,1,71.66
13939,Loyal Customers,23,3,568.55
13940,Loyal Customers,17,4,839.14
13941,Loyal Customers,22,5,5112.96
13946,At Risk,79,3,561.5699999999999
13947,Lost,65,1,90.6
13948,Lost,361,1,102.0
13949,Champions,3,6,2427.32
13950,Loyal Customers,11,4,745.06
13951,Need Attention,176,3,674.45
13952,Lost,218,2,3251.071
13953,Champions,7,7,3515.68
13954,Recent Customers,2,2,439.92
13955,Lost,154,2,322.96
13956,Champions,5,5,1019.27
13959,At Risk,79,3,594.04
13960,Potential Loyalists,21,2,230.22
13962,Potential Loyalists,22,2,169.55
13963,Need Attention,308,4,664.54
13967,Lost,146,1,80.7
13969,Champions,7,18,9024.17
13971,Loyal Customers,19,8,2758.26
13972,At Risk,71,2,190.25
13973,Lost,287,1,264.7
13974,Potential Loyalists,49,1,413.59000000000003
13975,Loyal Customers,31,6,2461.2400000000002
13976,Lost,207,1,357.98
13978,Recent Customers,15,2,196.79000000000002
13979,Lost,73,1,869.87
13980,Lost,60,1,200.14
13982,Loyal Customers,39,4,1871.81
13983,Loyal Customers,30,12,2603.43
13984,Loyal Customers,27,5,920.51
13985,Champions,4,15,7060.13
13986,Recent Customers,17,1,320.46
13988,Loyal Customers,20,6,4147.96
13989,At Risk,66,2,1266.08
13990,Lost,213,1,311.3
13991,Champions,12,6,851.88
13992,Potential Loyalists,30,1,76.8
13993,Loyal Customers,43,9,3466.36
13994,Champions,4,6,2274.14
13995,Champions,15,5,1393.69
13999,Champions,10,12,3901.81
14000,Lost,211,1,635.66
14001,Loyal Customers,46,3,2043.0800000000002
14002,At Risk,134,2,529.73
14004,Loyal Customers,43,7,4582.64
14005,Champions,10,5,2874.72
14006,At Risk,116,3,962.19
14009,Lost,198,2,695.61
14012,Lost,278,1,328.8
14013,At Risk,110,3,473.02
14014,Lost,77,1,505.18
14015,Lost,53,1,917.34
14016,Need Attention,162,4,4341.21
14019,Loyal Customers,47,3,1421.61
14020,Recent Customers,17,2,642.8
14021,Need Attention,155,3,631.9
14022,Lost,225,1,440.0
14023,Recent Customers,7,2,584.07
14024,At Risk,122,2,327.7
14027,Lost,61,1,104.82
14029,At Risk,63,2,467.66
14030,Champions,18,8,2358.84
14031,Champions,7,19,17286.86
14032,Champions,2,11,2975.59
14034,Loyal Customers,22,3,648.89
14035,Loyal Customers,29,5,1428.02
14036,Lost,285,1,626.65
14037,Lost,176,2,147.20000000000002
14038,At Risk,78,3,1560.38
14039,Potential Loyalists,33,1,152.2
14040,Loyal Customers,41,12,3560.32
14041,Lost,266,1,141.41
14044,Loyal Customers,27,4,646.42
14045,At Risk,109,4,1659.75
14046,Lost,284,1,151.59
14047,Champions,9,5,1308.6100000000001
14048,Lost,305,1,409.93
14049,Loyal Customers,17,4,5578.72
14050,Potential Loyalists,32,2,746.36
14051,Champions,1,23,15610.390000000001
14052,Potential Loyalists,20,1,225.36
14053,At Risk,124,2,260.25
14054,Lost,65,1,92.46
14055,Lost,106,1,725.6400000000001
14056,Champions,1,23,8152.71
14057,Loyal Customers,24,17,6211.66
14059,Lost,267,1,183.6
14060,Champions,5,19,6140.42
14062,Champions,10,12,10464.85
14064,Loyal Customers,29,5,1334.34
14066,Lost,267,1,152.55
14067,At Risk,64,2,374.7
14068,Lost,320,1,265.85
14071,Champions,4,8,1422.75
14073,Potential Loyalists,32,1,151.04
14075,Loyal Customers,5,3,942.26
14076,Lost,129,1,118.67
14077,Loyal Customers,41,5,499.41999999999996
14078,At Risk,102,6,1049.37
14079,Lost,125,1,375.1
14080,Potential Loyalists,33,1,45.599999999999994
14081,Lost,302,2,921.62
14082,Lost,365,1,182.25
14083,Champions,4,9,1002.9
14085,Champions,2,18,4421.29
14087,Recent Customers,3,1,191.47
14088,Champions,10,13,50491.81
14089,Lost,57,1,158.75
14090,Lost,325,1,76.32000000000001
14092,Champions,8,14,4076.91
14093,Recent Customers,12,1,433.86
14096,Champions,4,17,53258.43
14098,Potential Loyalists,37,1,147.35
14099,Champions,16,11,3104.17
14100,Lost,138,1,191.95000000000002
14101,At Risk,74,6,5976.79
14102,Champions,5,5,1105.8799999999999
14104,Lost,155,2,216.20999999999998
14105,Lost,239,1,1266.23
14107,At Risk,52,7,2703.23
14108,Potential Loyalists,31,2,597.91
14109,Lost,73,1,144.2
14110,Champions,4,12,5683.15
14111,Loyal Customers,14,4,692.85
14112,Loyal Customers,23,7,2915.15
14113,Loyal Customers,4,4,1840.42
14114,Lost,274,2,386.53
14116,Loyal Customers,20,5,1382.74
14117,Lost,144,1,90.0
14121,Loyal Customers,4,4,2780.15
14124,Lost,84,1,419.58000000000004
14125,Loyal Customers,11,3,2720.63
14126,Loyal Customers,8,3,706.1300000000001
14127,At Risk,123,3,709.71
14128,At Risk,61,2,637.5
14129,Champions,2,5,1123.8600000000001
14130,Lost,319,1,480.91
14132,Champions,2,11,3586.0299999999997
14133,At Risk,130,3,605.64
14135,Champions,2,15,4690.31
14138,Recent Customers,2,2,965.8800000000001
14139,Potential Loyalists,46,1,415.82
14140,Recent Customers,4,2,935.05
14141,Loyal Customers,3,4,915.13
14142,Lost,373,1,311.81
14143,Lost,134,1,115.8
14145,Loyal Customers,47,4,3742.2
14146,Champions,9,5,4191.0
14147,At Risk,78,2,483.4
14148,Lost,234,1,157.2
14149,Lost,221,1,446.62
14150,Potential Loyalists,36,2,658.64
14152,At Risk,75,2,621.29
14154,Lost,239,2,1345.62
14155,Lost,266,1,118.75
14156,Champions,10,55,117210.08
14157,Potential Loyalists,20,2,424.89000000000004
14158,Potential Loyalists,40,1,507.66
14159,Loyal Customers,20,11,4627.98
14161,Need Attention,216,3,1097.6200000000001
14162,Lost,174,2,289.36
14163,At Risk,87,4,2445.91
14164,At Risk,71,2,1631.77
14165,Lost,276,1,120.44
14167,Loyal Customers,39,4,562.59
14171,Lost,98,1,363.79
14173,Loyal Customers,11,4,450.84
14174,Potential Loyalists,33,1,134.46
14175,At Risk,60,3,3222.3
14176,Need Attention,297,4,576.9000000000001
14177,At Risk,86,4,549.46
14178,Champions,9,7,1580.26
14179,Potential Loyalists,41,2,701.57
14180,Champions,11,25,4748.52
14184,Lost,67,1,452.89
14185,Lost,331,1,197.65
14188,Loyal Customers,31,6,2054.36
14189,Champions,2,15,4654.08
14191,Champions,2,13,4684.76
14193,At Risk,68,2,853.39
14194,Champions,5,21,11349.52
14195,Lost,202,2,1012.0
14196,Lost,107,1,335.52
14198,Loyal Customers,18,4,701.4
14199,Lost,218,1,185.39999999999998
14201,At Risk,60,7,747.44
14204,Recent Customers,2,1,150.61
14205,Recent Customers,17,2,466.7
14206,Lost,239,1,328.15999999999997
14208,Lost,95,1,151.74
14209,Champions,11,6,2073.43
14210,At Risk,106,6,1905.8400000000001
14211,At Risk,53,9,2241.1
14212,Lost,90,1,1070.48
14214,Loyal Customers,31,5,1004.38
14215,Champions,12,6,1789.72
14216,Loyal Customers,3,4,1839.3
14217,Champions,2,17,2004.98
14218,Potential Loyalists,43,1,169.48000000000002
14219,Recent Customers,4,1,89.94
14220,Lost,247,2,632.4
14221,Loyal Customers,42,9,3432.8
14222,Lost,177,1,683.17
14223,At Risk,92,3,991.13
14224,At Risk,110,4,1009.73
14226,Loyal Customers,29,5,2214.79
14227,Loyal Customers,26,10,3350.96
14229,At Risk,52,3,1547.2
14231,Need Attention,184,3,925.71
14232,Loyal Customers,43,5,2048.07
14233,Loyal Customers,49,4,1462.72
14234,Loyal Customers,22,4,754.12
14235,At Risk,75,5,3144.86
14236,At Risk,81,2,490.86
14237,Lost,373,1,161.0
14238,Lost,326,1,146.85
14239,Loyal Customers,43,11,2380.85
14240,Potential Loyalists,30,2,890.34
14241,Lost,184,1,213.70000000000002
14242,Lost,235,2,280.55
14243,Champions,9,10,2588.77
14245,Lost,220,2,1693.45
14246,At Risk,111,3,1474.06
14247,Lost,278,1,136.76999999999998
14248,Lost,318,1,302.58
14250,Loyal Customers,7,3,1904.05
14251,Champions,2,5,2879.7000000000003
14256,Lost,260,2,969.0600000000001
14257,At Risk,64,5,3099.7200000000003
14258,Champions,9,9,12669.98
14259,Lost,142,1,120.0
14261,Potential Loyalists,51,2,1163.45
14262,Champions,8,8,2618.23
14264,Lost,155,2,333.97
14265,At Risk,109,2,530.18
14267,Need Attention,163,3,1516.24
14270,Lost,332,1,492.65000000000003
14271,Lost,226,1,112.32
14272,At Risk,74,2,437.96
14273,Loyal Customers,51,4,559.97
14276,At Risk,99,3,1119.74
14277,Loyal Customers,15,3,4152.0
14280,Lost,197,1,134.04
14282,Champions,3,15,3701.44
14284,Potential Loyalists,31,2,595.25
14285,Loyal Customers,21,4,1910.01
14286,Loyal Customers,24,3,4628.75
14287,Loyal Customers,8,3,176.63
14288,Lost,213,1,426.6
14289,Champions,9,6,911.26
14290,Champions,11,5,2314.65
14291,Champions,2,11,3883.25
14292,Champions,8,9,4871.93
14293,Loyal Customers,3,4,1046.56
14295,Potential Loyalists,40,1,166.20000000000002
14297,Loyal Customers,18,4,1305.33
14298,Champions,8,44,51527.3
14299,Champions,8,9,3965.62
14300,Potential Loyalists,19,1,43.2
14301,Lost,117,1,640.14
14304,Lost,223,1,383.45
14305,At Risk,71,3,1858.96
14306,Potential Loyalists,51,2,2093.32
14307,At Risk,89,6,2995.72
14309,Champions,8,9,2352.53
14311,Lost,243,1,310.26
14312,Loyal Customers,47,6,1611.59
14314,Lost,107,1,120.0
14315,Loyal Customers,45,6,2481.13
14317,Lost,65,1,508.58000000000004
14320,Lost,207,2,477.79
14321,Champions,11,5,1530.75
14323,At Risk,115,2,605.0600000000001
14326,Lost,242,1,183.85
14327,Lost,163,1,311.65
14329,Champions,17,7,4975.24
14331,At Risk,124,2,462.65999999999997
14332,Loyal Customers,23,3,840.21
14333,Lost,68,1,415.2
14334,Champions,17,8,2552.21
14335,Recent Customers,16,2,454.86
14336,Loyal Customers,17,4,1614.91
14338,Lost,161,2,588.22
14339,Lost,243,1,309.52
14340,Lost,219,1,134.7
14341,Loyal Customers,45,8,2166.98
14342,Loyal Customers,21,4,668.5600000000001
14344,At Risk,127,8,889.9300000000001
14345,Potential Loyalists,39,1,108.97999999999999
14346,At Risk,121,2,1021.58
14348,Lost,260,1,409.57
14349,Recent Customers,10,1,133.5
14350,Lost,274,1,282.93
14351,Lost,165,1,51.0
14352,Need Attention,157,4,1078.96
14353,Lost,215,1,90.6
14354,Recent Customers,6,2,163.62
14355,Lost,366,1,174.4
14356,At Risk,80,2,701.23
14357,Potential Loyalists,43,1,225.12
14359,Loyal Customers,19,3,912.18
14360,Loyal Customers,32,4,2118.03
14362,Potential Loyalists,22,1,151.5
14364,At Risk,109,8,3717.35
14367,Champions,8,16,9227.82
14368,Lost,320,1,155.0
14371,Lost,295,1,100.5
14373,Lost,358,1,76.55
14375,Lost,185,1,235.56
14377,Lost,191,2,617.05
14379,Potential Loyalists,44,2,348.1
14381,Lost,52,1,202.68
14382,Potential Loyalists,26,1,615.49
14383,Loyal Customers,38,3,1247.69
14385,Loyal Customers,9,3,202.11
14386,Lost,297,1,142.4
14387,Loyal Customers,33,3,1727.6
14388,Champions,10,8,3212.84
14389,At Risk,65,2,1043.46
14390,Champions,10,9,4642.57
14393,Lost,218,1,67.95
14395,Champions,2,9,3479.91
14396,At Risk,65,2,487.99
14397,Champions,3,19,2612.96
14400,Lost,149,1,574.7
14401,Champions,4,13,4051.48
14403,At Risk,130,4,1475.81
14404,Loyal Customers,34,6,1449.32
14406,Lost,119,1,156.75
14407,At Risk,107,5,2142.73
14408,Champions,11,7,2599.03
14409,At Risk,71,6,2059.4500000000003
14410,At Risk,92,9,1099.27
14411,Lost,311,1,1063.0
14412,Potential Loyalists,43,2,770.03
14413,Lost,362,1,121.05
14414,At Risk,92,7,1496.98
14415,Champions,1,13,5855.57
14416,Potential Loyalists,22,2,490.22
14418,Loyal Customers,4,3,1937.25
14419,Champions,11,6,1051.79
14420,Lost,99,1,387.52
14421,At Risk,57,2,813.11
14422,Champions,1,6,4263.64
14423,Lost,218,1,265.2
14424,Recent Customers,18,1,322.08
14426,Loyal Customers,24,10,4481.67
14427,Potential Loyalists,50,2,363.34000000000003
14428,Champions,7,5,1224.06
14431,Lost,303,1,470.36
14432,Champions,10,6,2248.5
14434,Loyal Customers,22,6,1372.8
14436,Lost,99,1,89.06
14437,Lost,366,1,63.0
14438,Lost,306,1,131.9
14439,Lost,320,1,2661.24
14440,Champions,8,5,2357.6800000000003
14441,Loyal Customers,1,4,1712.89
14442,Lost,205,2,1589.82
14443,At Risk,54,4,1420.2
14446,Loyal Customers,1,4,1005.55
14447,Loyal Customers,19,5,1163.23
14448,Recent Customers,9,2,375.35
14449,Loyal Customers,19,4,885.8
14450,Need Attention,181,3,483.25
14451,At Risk,60,2,643.9
14452,Recent Customers,11,2,259.05
14453,Lost,190,1,119.93
14456,Champions,5,9,3014.32
14457,Lost,311,1,113.64
14459,Lost,155,1,1837.92
14460,At Risk,110,3,434.34
14461,Need Attention,148,3,2102.67
14462,At Risk,66,11,1975.57
14463,At Risk,98,3,529.62
14465,Need Attention,247,3,1038.44
14466,Loyal Customers,29,7,2272.4
14467,Loyal Customers,18,4,596.26
14470,Recent Customers,12,2,461.19
14472,At Risk,104,8,1852.67
14473,At Risk,74,2,234.34000000000003
14474,Potential Loyalists,46,1,547.66
14475,At Risk,72,3,925.85
14476,Lost,257,1,193.0
14477,Loyal Customers,20,4,1309.6
14479,Lost,254,2,316.25
14480,Recent Customers,11,1,279.05
14481,Lost,165,2,636.51
14482,Champions,18,6,2022.81
14483,Lost,282,1,137.1
14484,Potential Loyalists,50,1,321.92
14485,Potential Loyalists,39,1,162.8
14487,Loyal Customers,27,6,1165.48
14488,Lost,68,1,1064.28
14489,Lost,207,1,463.38
14491,Lost,175,2,340.93
14493,Champions,7,5,2383.2400000000002
14494,Potential Loyalists,26,1,139.56
14495,Potential Loyalists,51,2,123.8
14496,Lost,312,2,538.8100000000001
14497,Lost,309,1,475.37
14498,Loyal Customers,43,5,1957.32
14499,Loyal Customers,26,3,808.44
14500,At Risk,88,3,356.85
14501,Lost,184,2,251.21
14502,Loyal Customers,20,11,2426.79
14503,Champions,3,6,3543.26
14504,Loyal Customers,47,4,673.26
14505,Champions,17,8,5859.43
14506,Champions,17,5,1960.65
14507,Loyal Customers,24,6,1367.88
14508,Potential Loyalists,22,2,268.05
14511,Champions,11,5,1314.81
14512,Lost,188,2,275.28
14513,At Risk,101,3,455.59000000000003
14514,At Risk,61,3,990.2
14515,Champions,18,6,2076.89
